record_id,sample_id,source_dataset,source_path,file_name,file_ext,source_subtype_dir,family_label,subtype_label,chmusic_class_id,content_type,normalized_base_name,audio_sha256,audio_fingerprint_id,performer_or_recording_id,recording_group_id,grouping_method,take_id,is_near_duplicate,duplicate_of,duration_sec,sample_rate_hz,channels,bit_depth,integrated_loudness_lufs,rms_db,silence_ratio,clipping_ratio,has_vocal,is_decodable,manual_review_required,manual_review_status,sample_status,drop_reason,applied_rule_ids,notes
ccm_000361,ccm_suona_0005,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】演奏技法 三吐 第一遍.wav,【中音加键唢呐】演奏技法 三吐 第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,technique,【中音加键唢呐】演奏技法 三吐,a5bb7560e18b126801a174b38012722b444985f6fc94ae4b8fb2dadb16d02a21,6d882aa4f9892eab7e48b574ca21cf05fe83f138895c112296575413dd47da88,ccm_suona_G0005,ccm_suona_G0005,filename_rule,1,true,,13.877375,48000,1,16,,,0.318182,0.0,false,true,false,,keep,,,
ccm_000362,ccm_suona_0006,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】演奏技法 三吐 第二遍.wav,【中音加键唢呐】演奏技法 三吐 第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,technique,【中音加键唢呐】演奏技法 三吐,c75e9ec717784bda0b0ad284b848f7a248cccc45344392cec25242d3b7bad87a,1d6c1e0a3c29191eb02c9e87465c0e6dd5f176b63bb40bba0a78f835f9739d38,ccm_suona_G0005,ccm_suona_G0005,filename_rule,2,true,ccm_000361,14.042792,48000,1,16,,,0.310271,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000363,ccm_suona_0007,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】演奏技法 单吐 第一遍.wav,【中音加键唢呐】演奏技法 单吐 第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,technique,【中音加键唢呐】演奏技法 单吐,74d58d996cc8427d06940b3bc18a1b76765c7f4b0c50bca2bb5d708bdc0d01cf,c31660205b17ca452bb0ca41673998083fbf26a736b87f4a12f44afa160207b1,ccm_suona_G0006,ccm_suona_G0006,filename_rule,1,true,,24.282667,48000,1,16,,,0.378401,0.0,false,true,false,,keep,,,
ccm_000364,ccm_suona_0008,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】演奏技法 单吐 第二遍.wav,【中音加键唢呐】演奏技法 单吐 第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,technique,【中音加键唢呐】演奏技法 单吐,4607a063ef7a7daaf069cb8ff751ac3a5c065c6f0e23c26f34dc224b42d4627b,7c804f5d629c04f207304ffba94b98775fe0558b0385cd4e75adf1fe118dfdc5,ccm_suona_G0006,ccm_suona_G0006,filename_rule,2,true,ccm_000363,24.401771,48000,1,16,,,0.353568,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000365,ccm_suona_0009,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】演奏技法 双吐 第一遍.wav,【中音加键唢呐】演奏技法 双吐 第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,technique,【中音加键唢呐】演奏技法 双吐,88440d1573868c9aee6c733c884584721753ab0ed7b4f48def43283beb8ac0e9,969a27cd2019ff697a547099394a2e3c23d4620d8a31f3a4fb037d28ce2cf980,ccm_suona_G0007,ccm_suona_G0007,filename_rule,1,true,,13.162771,48000,1,16,,,0.227549,0.0,false,true,false,,keep,,,
ccm_000366,ccm_suona_0010,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】演奏技法 双吐 第二遍.wav,【中音加键唢呐】演奏技法 双吐 第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,technique,【中音加键唢呐】演奏技法 双吐,15511092eae3bd77f1c522104ccc73327793e72df65a514952c6ac38533d64f4,74c35bbf04f7f3e6e181edf267a64c5d0a467d2dead5f14e963701c73e45ecef,ccm_suona_G0007,ccm_suona_G0007,filename_rule,2,true,ccm_000365,13.509313,48000,1,16,,,0.226835,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000367,ccm_suona_0011,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】筒音 自然衰减 力度弱  第一遍.wav,【中音加键唢呐】筒音 自然衰减 力度弱  第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】筒音 自然衰减 力度弱,f0eeab322415cdff6e08ad86b42143abca9bca62dbb8971651975da935f17c6e,1d3a1bc6e968269a6975f6a04334bbaad9af3b80b9640572498ff0d3a5017fe2,ccm_suona_G0008,ccm_suona_G0008,filename_rule,1,true,,4.029138,44100,1,16,,,0.084788,0.0,false,true,false,,keep,,,
ccm_000368,ccm_suona_0012,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】筒音 自然衰减 力度弱 第一遍.wav,【中音加键唢呐】筒音 自然衰减 力度弱 第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】筒音 自然衰减 力度弱,5f04388c52306a34a90e2844b9567c7bafab3152b401721be1c22db2309b82c3,1d3a1bc6e968269a6975f6a04334bbaad9af3b80b9640572498ff0d3a5017fe2,ccm_suona_G0008,ccm_suona_G0008,filename_rule,1,true,ccm_000367,4.043042,48000,1,16,,,0.089552,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000369,ccm_suona_0013,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】筒音 自然衰减 力度弱 第二遍.wav,【中音加键唢呐】筒音 自然衰减 力度弱 第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】筒音 自然衰减 力度弱,f324f180e117569d65e2a4044486273b36ae7c0a5ea004df518d1094db8cccec,cc9eef211818295fe049f0b7d097d2eff89e2b67164b73d85f6b23a957feb7e5,ccm_suona_G0008,ccm_suona_G0008,filename_rule,2,true,ccm_000367,4.976375,48000,1,16,,,0.125,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000370,ccm_suona_0014,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】筒音 自然衰减 力度强  第二遍.wav,【中音加键唢呐】筒音 自然衰减 力度强  第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】筒音 自然衰减 力度强,e5d6fc825f58af752c980c595be411e927e8a5cd4fa84dc2e628f10225165b83,1eca54d41a49d529051f418c2093b51614a0bf146dd845469b40930c084e5146,ccm_suona_G0009,ccm_suona_G0009,filename_rule,2,true,,5.315442,44100,1,16,,,0.111321,0.0,false,true,false,,keep,,,
ccm_000371,ccm_suona_0015,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】筒音 自然衰减 力度强 第一遍.wav,【中音加键唢呐】筒音 自然衰减 力度强 第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】筒音 自然衰减 力度强,b9f6323308f68dca37c7f5d53623fc79cab986f2ffe0f7908d42eed5669dd5a3,a18995af4148a6a5ceef0f1b880dcdb745b538d54b6f01f8dbd854f2109ba289,ccm_suona_G0009,ccm_suona_G0009,filename_rule,1,true,ccm_000370,9.117479,48000,1,16,,,0.118681,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000372,ccm_suona_0016,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】筒音 自然衰减 力度强 第二遍.wav,【中音加键唢呐】筒音 自然衰减 力度强 第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】筒音 自然衰减 力度强,3d9181d31f41314c8754d546710592eaf6a69047afaa335603e7f5b83168ff62,a208b1e97a9a635821a304c1d7d328e05f3902d307128ad8a5a6e40707d181e1,ccm_suona_G0009,ccm_suona_G0009,filename_rule,2,true,ccm_000370,5.306042,48000,1,16,,,0.109641,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000373,ccm_suona_0017,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 中速 力度弱  第二遍.wav,【中音加键唢呐】音阶 中速 力度弱  第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 中速 力度弱,9a0db26eb761d8b19ad2dfa520e2d7e93acfd015d0ffcb6831e62b3eff67050d,3185d753a9d988bd036d37973d3e26308ae55f2ea4757051710dbbf4453b8e0a,ccm_suona_G0010,ccm_suona_G0010,filename_rule,2,false,,16.017574,44100,1,16,,,0.124375,0.0,false,true,false,,keep,,,
ccm_000374,ccm_suona_0018,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 中速 力度强  第二遍.wav,【中音加键唢呐】音阶 中速 力度强  第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 中速 力度强,c278acf360f9f99439f8e3c8be7fd4bf2ada1f211ea1d6323e2320c917e7ac54,03652f3cc3a79d1e641faa900777de869dd238b307c5cece0b3eeb8c9c0de26e,ccm_suona_G0011,ccm_suona_G0011,filename_rule,2,false,,15.315578,44100,1,16,,,0.122876,0.0,false,true,false,,keep,,,
ccm_000375,ccm_suona_0019,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 慢速 力度弱  第一遍.wav,【中音加键唢呐】音阶 慢速 力度弱  第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 慢速 力度弱,d4e8aca8fdf85f78946cf13eb5cdbb600e538e2e4e47ccd017034b5ded48d6f8,de8e4432c518eb35792670066672e6bb9c7b80c073a8ae0c0ecaeaf9b6aeeb76,ccm_suona_G0012,ccm_suona_G0012,filename_rule,1,false,,21.41127,44100,1,16,,,0.106124,0.0,false,true,false,,keep,,,
ccm_000376,ccm_suona_0020,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 慢速 力度强  第二遍.wav,【中音加键唢呐】音阶 慢速 力度强  第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 慢速 力度强,5c50a6119cc63b4cdb0f3b76ca55a93f2df90b70ae3cca8db48dd9443fa035d0,b131c3e40196d01d26b22e96436014d8b20cb1f226f60bac5c1c2a12abe3e980,ccm_suona_G0013,ccm_suona_G0013,filename_rule,2,false,,22.638957,44100,1,16,,,0.104775,0.0,false,true,false,,keep,,,
ccm_000377,ccm_suona_0021,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 速度中 力度弱 第一遍.wav,【中音加键唢呐】音阶 速度中 力度弱 第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 速度中 力度弱,0c836b06eb3574532b410e9514df707ac50c3f706252f9cd6ff6460b5ea1a51c,1b6a6155eb422ae5ae4509d0cd2c76f4c42317101a49e5b513a0513008ea1da5,ccm_suona_G0014,ccm_suona_G0014,filename_rule,1,true,,18.102521,48000,1,16,,,0.121681,0.0,false,true,false,,keep,,,
ccm_000378,ccm_suona_0022,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 速度中 力度弱 第二遍.wav,【中音加键唢呐】音阶 速度中 力度弱 第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 速度中 力度弱,56b7e5745cb539e2b834ca192cf6d413d3cb0172f11690d06b4cc25b7026743e,cf9d5450ce3c7add0f5c702116d2fbf7a0430e863cd8efe496fa4be03097f560,ccm_suona_G0014,ccm_suona_G0014,filename_rule,2,true,ccm_000377,16.323083,48000,1,16,,,0.140491,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000379,ccm_suona_0023,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 速度中 力度强 第一遍.wav,【中音加键唢呐】音阶 速度中 力度强 第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 速度中 力度强,0db7b95ad27e44daeddde52f441e0ea8901a1a2abc3b17d7a0037fdd4b3c90e8,bc7a814744424425a2dd749e215d0de5a8a1aeeb4a4464b31966d2fa692ccdb6,ccm_suona_G0015,ccm_suona_G0015,filename_rule,1,true,,15.840104,48000,1,16,,,0.108723,0.0,false,true,false,,keep,,,
ccm_000380,ccm_suona_0024,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 速度中 力度强 第二遍.wav,【中音加键唢呐】音阶 速度中 力度强 第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 速度中 力度强,6282c4c498787e6ec32ce7803c95e77607945b948d46c0f8ae0a433546b4cc76,424fde640c3aa6504058c2e669906e281e6990cd202c485c684860eb0b649d99,ccm_suona_G0015,ccm_suona_G0015,filename_rule,2,true,ccm_000379,15.488687,48000,1,16,,,0.133161,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000381,ccm_suona_0025,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 速度慢 力度弱 第一遍.wav,【中音加键唢呐】音阶 速度慢 力度弱 第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 速度慢 力度弱,c81008bd720224067ba2bbf1e3b7cddb8b3496e2a017aeb3947750d23104e435,99357c87e51c36439b91eece427e1216666f244529895495a5d3a9364b6cc2da,ccm_suona_G0016,ccm_suona_G0016,filename_rule,1,true,,21.567146,48000,1,16,,,0.112297,0.0,false,true,false,,keep,,,
ccm_000382,ccm_suona_0026,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 速度慢 力度弱 第二遍.wav,【中音加键唢呐】音阶 速度慢 力度弱 第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 速度慢 力度弱,90b818156a82a060cef9e1a99cc94a5be57bf5403e29325aecbcf1d5957fa2bd,54f81c3a1b2aca51f547f6206d031a57e7656eccd2e067cb3bb3578b1576e1d1,ccm_suona_G0016,ccm_suona_G0016,filename_rule,2,true,ccm_000381,21.529021,48000,1,16,,,0.121804,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000383,ccm_suona_0027,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 速度慢 力度强 第一遍.wav,【中音加键唢呐】音阶 速度慢 力度强 第一遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 速度慢 力度强,630a039db301f017a8c510524fdb06750556cd47a61b4c5cf53d95b63e269b2d,0f07f15288391e30f115642e85791a385c9a72d613cbaa98337cb96588e76e93,ccm_suona_G0017,ccm_suona_G0017,filename_rule,1,true,,24.618938,48000,1,16,,,0.145122,0.0,false,true,false,,keep,,,
ccm_000384,ccm_suona_0028,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/中音加键唢呐/【中音加键唢呐】音阶 速度慢 力度强 第二遍.wav,【中音加键唢呐】音阶 速度慢 力度强 第二遍.wav,.wav,中音加键唢呐,唢呐,中音加键唢呐,-1,controlled,【中音加键唢呐】音阶 速度慢 力度强,c67335c04e976d74840b8e24f47e18bffef294c43c5a5cc3cecc57eea05a444d,40235112dece1cb46c64055658dea01a947ef8292f0ac862cccd96000f4968b1,ccm_suona_G0017,ccm_suona_G0017,filename_rule,2,true,ccm_000383,23.307083,48000,1,16,,,0.130528,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000930,ccm_suona_0029,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音加键唢呐/【低音加键唢呐】筒音 自然衰减 力度中强  第二遍.wav,【低音加键唢呐】筒音 自然衰减 力度中强  第二遍.wav,.wav,低音加键唢呐,唢呐,低音加键唢呐,-1,controlled,【低音加键唢呐】筒音 自然衰减 力度中强,2178e1525c6415bba426368a38712450d2d068ad3fff1f2d24f2e3d239da78ff,6227a4990ce3c237ee95a58a0e48b31d71568298033e5a5f618c349533fa0a20,ccm_suona_G0018,ccm_suona_G0018,filename_rule,2,false,,9.657347,44100,1,16,,,0.118257,0.0,false,true,false,,keep,,,
ccm_000931,ccm_suona_0030,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音加键唢呐/【低音加键唢呐】筒音 自然衰减 力度弱  第一遍.wav,【低音加键唢呐】筒音 自然衰减 力度弱  第一遍.wav,.wav,低音加键唢呐,唢呐,低音加键唢呐,-1,controlled,【低音加键唢呐】筒音 自然衰减 力度弱,11fb667a0233d0966138b619a83d4e34c1953c7b2e26f29e5805a4370107067d,b57641382016b208ee03b111abb45d65a86b79c57be0eb35ef739b97c0ab05d8,ccm_suona_G0019,ccm_suona_G0019,filename_rule,1,false,,8.739184,44100,1,16,,,0.139908,0.0,false,true,false,,keep,,,
ccm_000932,ccm_suona_0031,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音加键唢呐/【低音加键唢呐】筒音 自然衰减 力度强  第二遍.wav,【低音加键唢呐】筒音 自然衰减 力度强  第二遍.wav,.wav,低音加键唢呐,唢呐,低音加键唢呐,-1,controlled,【低音加键唢呐】筒音 自然衰减 力度强,1167f56748fea4888e058ada320f1434974a2c122bbcf0224b0e6652e5ba24bd,de74198dbf5f615e6bea0d5ea7c0644b353ed2501c2379de9ec5149569b24271,ccm_suona_G0020,ccm_suona_G0020,filename_rule,2,false,,8.735941,44100,1,16,,,0.113532,0.0,false,true,false,,keep,,,
ccm_000933,ccm_suona_0032,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 华彩 第一遍.wav,【低音唢呐】演奏技法 华彩 第一遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 华彩,b02bb1b93c85384afc1a1f57f2a64a882c93cf48829c8a6dd2a750611bb35c4c,92c4e2a14a51f33934d8816ec378d06e46f7d8df882fa58bd659f72e22352c16,ccm_suona_G0021,ccm_suona_G0021,filename_rule,1,true,,28.751882,44100,1,16,,,0.045597,0.0,false,true,false,,keep,,,
ccm_000934,ccm_suona_0033,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 华彩 第二遍.wav,【低音唢呐】演奏技法 华彩 第二遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 华彩,4cd6c83ecb9da90811a7a44bf0c675fd140345e849fdc51b57fd1cecd6eeba5b,223c9a5b8d8536d1047ce00912e68c3c2e05958ac5f3816d03ad07eaca7971a3,ccm_suona_G0021,ccm_suona_G0021,filename_rule,2,true,ccm_000933,28.945805,44100,1,16,,,0.038368,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000935,ccm_suona_0034,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 打音 连打 第一遍.wav,【低音唢呐】演奏技法 打音 连打 第一遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 打音 连打,a65830eb6fbdb0828a56a810366e54aab0de47d8cd4e834b7a8fb3a964fb3ea5,f434695d7b4ad2161f58c3925f80ac156d2f8623871f4272e0880be178f93ef5,ccm_suona_G0022,ccm_suona_G0022,filename_rule,1,true,,4.434263,44100,1,16,,,0.328798,0.0,false,true,false,,keep,,,
ccm_000936,ccm_suona_0035,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 打音 连打 第二遍.wav,【低音唢呐】演奏技法 打音 连打 第二遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 打音 连打,0b2f03ffdcf8f8011e8d6f12070fa74b6db2fe0994cfbc33fd859f273b1308d8,f0d9cb093360a0061874f5a7680abafbaa5aed2a577dc585850b3deb0380dadb,ccm_suona_G0022,ccm_suona_G0022,filename_rule,2,true,ccm_000935,3.419592,44100,1,16,,,0.235294,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000937,ccm_suona_0036,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 连音 第一遍.wav,【低音唢呐】演奏技法 连音 第一遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 连音,d5ffa0176297289dbe29cf22a22868d33194327264c09c726e3ef05f12cd121d,ee0f482cdfb2b28bcc4c2b63a4df62443e52b46700ea7f5fb9d7d1a3c7a23b5b,ccm_suona_G0023,ccm_suona_G0023,filename_rule,1,true,,4.162177,44100,1,16,,,0.326087,0.0,false,true,false,,keep,,,
ccm_000938,ccm_suona_0037,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 连音 第二遍.wav,【低音唢呐】演奏技法 连音 第二遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 连音,164908eb9c0b7b99591f0fe1162aebd33d681b2ed606519ab5b8ab616cc3800a,7bebfb46725df0621eec23c21301fe946b3bb0097b7cf802b10bf9cc3d54d681,ccm_suona_G0023,ccm_suona_G0023,filename_rule,2,true,ccm_000937,4.613673,44100,1,16,,,0.383442,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000939,ccm_suona_0038,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 长音 第一遍.wav,【低音唢呐】演奏技法 长音 第一遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 长音,2f7315cf0b80b79524f16c9a53cb0e0a5651bf5d70d62840a235f15872289d7e,54188d9d3429a38fdcf86a9a9ce57d0ecd43c295a0143461727cea77b3eb4d8b,ccm_suona_G0024,ccm_suona_G0024,filename_rule,1,true,,8.4161,44100,1,16,,,0.244048,0.0,false,true,false,,keep,,,
ccm_000940,ccm_suona_0039,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 长音 第二遍.wav,【低音唢呐】演奏技法 长音 第二遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 长音,8e63b7bc8c90573579483aea7763c7e33f53510ca0532678091d85c299857436,47f10cd0af9fcb31279329aab84355998a0ddc51e3ea312c79ec0a24d97245e9,ccm_suona_G0024,ccm_suona_G0024,filename_rule,2,true,ccm_000939,7.068481,44100,1,16,,,0.187234,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000941,ccm_suona_0040,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 颤音 第一遍.wav,【低音唢呐】演奏技法 颤音 第一遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 颤音,527e60895c1d0e5610d6802defedfbb1dc080f535ae6a44d7ca478ca274f7b2b,e035178922113727e10711853cf7ae98271f5aedc4ac5734875bb737972f3003,ccm_suona_G0025,ccm_suona_G0025,filename_rule,1,true,,3.758027,44100,1,16,,,0.245989,0.0,false,true,false,,keep,,,
ccm_000942,ccm_suona_0041,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】演奏技法 颤音 第二遍.wav,【低音唢呐】演奏技法 颤音 第二遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,technique,【低音唢呐】演奏技法 颤音,15092c93748ed78fcd32741469b06d4415572c304da96281d5841e3946639ca4,46c872aa886a80d2a1bc1839040b9f704b556fd9e23a56882d1e3e13774e66e4,ccm_suona_G0025,ccm_suona_G0025,filename_rule,2,true,ccm_000941,4.156825,44100,1,16,,,0.282609,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000943,ccm_suona_0042,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】筒音 自然衰减 力度中强 第一遍.wav,【低音唢呐】筒音 自然衰减 力度中强 第一遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,controlled,【低音唢呐】筒音 自然衰减 力度中强,abad014168db476ece878b34968c7c752168390297a9caccae9b7ce894ea1abf,30918d24bb7a4eff921caab2d5fefd0053f0d454890ba3cf2c6fe6e280627b68,ccm_suona_G0026,ccm_suona_G0026,filename_rule,1,true,,3.738345,44100,1,16,,,0.422043,0.0,false,true,false,,keep,,,
ccm_000944,ccm_suona_0043,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/低音唢呐/【低音唢呐】筒音 自然衰减 力度中强 第二遍.wav,【低音唢呐】筒音 自然衰减 力度中强 第二遍.wav,.wav,低音唢呐,唢呐,低音唢呐,-1,controlled,【低音唢呐】筒音 自然衰减 力度中强,a786fa4a44c123c625461389b12285a950bd4aa337909ae22cc1baf36dd5a78d,0a80f0d18b1bc8e7b8dd7591e13acfb32ce7e793f0738aed729b117b28c9d006,ccm_suona_G0026,ccm_suona_G0026,filename_rule,2,true,ccm_000943,4.559546,44100,1,16,,,0.4163,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
